"","name","n","p","m","N","kappa","sigma","ratio","averaged","centralized"
"144",ols,40,8,20,800,0.2,10,1.00939150006771,0.913579846230159,0.905079789327406
"145",ols,40,8,20,800,0.2,10,1.61736843372232,1.42138932535806,0.87882840775295
"146",ols,40,8,20,800,0.2,10,0.772829485512019,0.689467345482638,0.892133851525926
"147",ols,40,8,20,800,0.2,10,1.63466838018329,1.22606231764707,0.750037336324811
"148",ols,40,8,20,800,0.2,10,1.70984475304867,1.00203120431494,0.586036365306443
"149",ols,40,8,20,800,0.2,10,1.45521100139083,3.12971623051174,2.15069582866024
"150",ols,40,8,20,800,0.2,10,4.08336398715871,0.640504177424011,0.156856988365048
"151",ols,40,8,20,800,0.2,10,1.34020887026249,1.81934135269372,1.35750582842911
"152",ols,40,8,20,800,0.2,10,3.39648766914966,1.06511846668481,0.313594092026094
"153",ols,40,8,20,800,0.2,10,0.836221197298439,0.98050779724928,1.17254597278445
"154",ols,40,8,20,800,0.2,10,1.48740819461372,0.353424564235774,0.237611010558913
"155",ols,40,8,20,800,0.2,10,0.993054454528743,1.20610453492486,1.21454017896452
"156",ols,40,8,20,800,0.2,10,0.933519778348149,1.07298905435629,1.14940152232761
"157",ols,40,8,20,800,0.2,10,1.12290747167278,0.659656278570886,0.587453815396033
"158",ols,40,8,20,800,0.2,10,1.07140074957345,1.12800896148124,1.05283570310206
"159",ols,40,8,20,800,0.2,10,1.03647610293518,0.844755250223015,0.815026268170361
"160",ols,40,8,20,800,0.2,10,1.32605718996321,1.66635377818362,1.25662285970475
"161",ols,40,8,20,800,0.2,10,1.43838716117668,1.38530680104194,0.963097306783993
"162",ols,40,8,20,800,0.2,10,1.3172067272923,1.94069018954507,1.47333759335896
"163",ols,40,8,20,800,0.2,10,2.30429699575798,0.512683256363395,0.222490094509173
"164",ols,40,8,20,800,0.2,10,1.24903892124067,1.36868724021023,1.0957923063364
"165",ols,40,8,20,800,0.2,10,0.994827287211962,1.727346919877,1.73632844824547
"166",ols,40,8,20,800,0.2,10,1.37368201873873,1.65127664710988,1.2020807032373
"167",ols,40,8,20,800,0.2,10,1.21083492239522,2.13074414180178,1.75973132455317
"168",ols,40,8,20,800,0.2,10,4.18939785202888,0.939318970146147,0.224213360326054
"169",ols,40,8,20,800,0.2,10,1.01104502602033,0.95004149019353,0.939662889132717
