"","name","n","p","m","N","sigma","ratio","averaged","centralized"
"4510",non-linear,424,50,10,4240,1,2.21080236354418,0.00441998808314439,0.00199926875239025
"4511",non-linear,424,50,10,4240,1,2.49908896621252,0.00507210800290986,0.00202958280856918
"4512",non-linear,424,50,10,4240,1,2.57629588307692,0.00621228811369931,0.00241132556027682
"4513",non-linear,424,50,10,4240,1,1.78292223013318,0.00521029870265632,0.00292233649600473
"4514",non-linear,424,50,10,4240,1,2.35747235001042,0.00323368540930288,0.00137167479792015
"4515",non-linear,424,50,10,4240,1,2.87351543556731,0.00520238328868867,0.0018104594895491
"4516",non-linear,424,50,10,4240,1,2.20080566801297,0.00404815743078714,0.00183939794849859
"4517",non-linear,424,50,10,4240,1,2.49332546266281,0.00517051086739952,0.00207374085125555
"4518",non-linear,424,50,10,4240,1,1.83609538313531,0.00449946570102388,0.0024505620690253
"4519",non-linear,424,50,10,4240,1,2.12956500414082,0.00367848344850746,0.00172734029783306
"4520",non-linear,424,50,10,4240,1,2.35181577991733,0.00490449454598499,0.00208540761902592
"4521",non-linear,424,50,10,4240,1,2.78932489675984,0.00473091112251546,0.00169607747308713
"4522",non-linear,424,50,10,4240,1,2.4739649849507,0.00495837312487586,0.00200422122181922
"4523",non-linear,424,50,10,4240,1,2.04542326891065,0.00465145080031193,0.00227407738584552
"4524",non-linear,424,50,10,4240,1,2.08862042095436,0.00411307990327984,0.00196928070893821
"4525",non-linear,424,50,10,4240,1,2.00413089344093,0.00291125992576312,0.00145262963376845
"4526",non-linear,424,50,10,4240,1,2.28642912881765,0.00478692584340185,0.00209362528803911
"4527",non-linear,424,50,10,4240,1,2.00085763693277,0.00330971559345405,0.0016541484673181
"4528",non-linear,424,50,10,4240,1,2.28497538476603,0.00341444960055297,0.00149430476289468
"4529",non-linear,424,50,10,4240,1,2.08037721724454,0.00376402156092993,0.00180929762628115
"4530",non-linear,424,50,10,4240,1,1.99336140660301,0.00409659165477016,0.00205511737169196
"4531",non-linear,424,50,10,4240,1,2.72255217951933,0.00585965961518869,0.00215226714818125
"4532",non-linear,424,50,10,4240,1,3.7523787858774,0.00437022113719675,0.00116465351356443
"4533",non-linear,424,50,10,4240,1,2.09016150448294,0.00424684188623185,0.002031824754749
"4534",non-linear,424,50,10,4240,1,2.12407332192512,0.00453922030565253,0.00213703559985324
"4535",non-linear,424,50,10,4240,1,2.43186084730103,0.00394344985624004,0.00162157709830175
"4536",non-linear,424,50,10,4240,1,2.24996470968404,0.00393299951964031,0.00174802720358784
"4537",non-linear,424,50,10,4240,1,2.58777090725528,0.00517014156243605,0.00199791316454661
"4538",non-linear,424,50,10,4240,1,1.70920578913712,0.00338702779984791,0.00198163838513432
"4539",non-linear,424,50,10,4240,1,3.29661217795992,0.00424393018128448,0.00128736107014893
"4540",non-linear,424,50,10,4240,1,2.07091352575211,0.00506417826902887,0.00244538374299799
"4541",non-linear,424,50,10,4240,1,2.74889875405352,0.00480767708638453,0.0017489465842622
"4542",non-linear,424,50,10,4240,1,1.57560840300509,0.00308433248309638,0.00195755016107668
"4543",non-linear,424,50,10,4240,1,2.96389656768452,0.00534887339955275,0.00180467613407017
"4544",non-linear,424,50,10,4240,1,2.19825404788841,0.00421999845347475,0.00191970462082323
"4545",non-linear,424,50,10,4240,1,2.68630638285998,0.00338321139616326,0.00125942871511228
"4546",non-linear,424,50,10,4240,1,2.17598801352836,0.00437173755141868,0.00200908163291301
"4547",non-linear,424,50,10,4240,1,3.12512048941382,0.00472579220724452,0.00151219520119397
"4548",non-linear,424,50,10,4240,1,2.76618927037952,0.0048339262167763,0.00174750378382933
"4549",non-linear,424,50,10,4240,1,3.56464092760034,0.00535207424757974,0.00150143432572399
"4550",non-linear,424,50,10,4240,1,2.09582384279124,0.00415970469908638,0.00198475874458344
"4551",non-linear,424,50,10,4240,1,1.94034286516826,0.00524057875408652,0.00270085192063831
"4552",non-linear,424,50,10,4240,1,1.81042725744787,0.00387928591353653,0.00214274608249387
"4553",non-linear,424,50,10,4240,1,2.93794299046429,0.00400247458560166,0.00136233909187228
"4554",non-linear,424,50,10,4240,1,2.2188852868215,0.00345207353311585,0.00155576926559411
"4555",non-linear,424,50,10,4240,1,2.73579099804903,0.00667388677359479,0.00243947245178968
"4556",non-linear,424,50,10,4240,1,2.44157847857415,0.00454917627273344,0.00186321116140822
"4557",non-linear,424,50,10,4240,1,2.17282449674506,0.00390703294527765,0.00179813553792793
"4558",non-linear,424,50,10,4240,1,1.7741866081525,0.00462613122627173,0.00260746598188397
"4559",non-linear,424,50,10,4240,1,2.28678069889156,0.00407089914071535,0.00178018781717398
"4560",non-linear,424,50,10,4240,1,2.71471151179088,0.00426660046446998,0.00157165888380358
"4561",non-linear,424,50,10,4240,1,3.23959814261703,0.00424888568002916,0.00131154714041069
"4562",non-linear,424,50,10,4240,1,3.8925215012359,0.00617515582353851,0.00158641534069314
"4563",non-linear,424,50,10,4240,1,2.10539903218575,0.00348284634559971,0.0016542452486947
"4564",non-linear,424,50,10,4240,1,1.79099519735599,0.00309243615217522,0.00172665798140638
"4565",non-linear,424,50,10,4240,1,2.75497609630796,0.00643959257349375,0.0023374404526136
"4566",non-linear,424,50,10,4240,1,1.53817009177407,0.00282009927009525,0.00183341184773827
"4567",non-linear,424,50,10,4240,1,1.64537919063343,0.00395462333438616,0.00240347231622866
"4568",non-linear,424,50,10,4240,1,2.20259338451278,0.00487354423394571,0.00221263909544691
"4569",non-linear,424,50,10,4240,1,2.33196144983166,0.00342093307366731,0.00146697668347574
"4570",non-linear,424,50,10,4240,1,2.84436531830099,0.00450418140329122,0.00158354532531766
"4571",non-linear,424,50,10,4240,1,2.62658465648596,0.00603696489481286,0.00229840865014782
"4572",non-linear,424,50,10,4240,1,3.11658263214371,0.00544905697416754,0.00174840766869687
"4573",non-linear,424,50,10,4240,1,1.23793097782728,0.00317269703981672,0.00256290301853921
"4574",non-linear,424,50,10,4240,1,1.77770805423632,0.00506539531474452,0.00284939661643179
"4575",non-linear,424,50,10,4240,1,2.09128018746337,0.00486084273848423,0.00232433834912395
"4576",non-linear,424,50,10,4240,1,1.74763616672352,0.0046151636066528,0.00264080344326207
"4577",non-linear,424,50,10,4240,1,2.78222611896702,0.00364458863162407,0.00130995414311516
"4578",non-linear,424,50,10,4240,1,2.04611358450246,0.00487128496232732,0.00238075002249294
"4579",non-linear,424,50,10,4240,1,2.21087062052119,0.00322972169463408,0.00146083704069156
"4580",non-linear,424,50,10,4240,1,2.02347695929334,0.00353869394579099,0.00174881850249821
"4581",non-linear,424,50,10,4240,1,2.17609835649966,0.00616558951758841,0.00283332299717647
"4582",non-linear,424,50,10,4240,1,1.6138480440857,0.00411467104310941,0.002549602521866
"4583",non-linear,424,50,10,4240,1,3.01138603984238,0.00450831938952779,0.00149709115001534
"4584",non-linear,424,50,10,4240,1,1.58489025707802,0.00355504431353696,0.00224308547400071
"4585",non-linear,424,50,10,4240,1,1.99147449308897,0.00301399176509895,0.00151344733540823
"4586",non-linear,424,50,10,4240,1,2.37391416366053,0.0041851910384237,0.00176299173006753
"4587",non-linear,424,50,10,4240,1,2.10143509155568,0.004808812665595,0.00228834698959703
"4588",non-linear,424,50,10,4240,1,2.50696282141064,0.00414995779425799,0.0016553726919344
"4589",non-linear,424,50,10,4240,1,1.97612279060652,0.00455482143200976,0.00230492834436254
"4590",non-linear,424,50,10,4240,1,2.12208788867339,0.0043733217097938,0.00206085795651365
"4591",non-linear,424,50,10,4240,1,3.24547807921769,0.00531852877121631,0.00163875048341054
"4592",non-linear,424,50,10,4240,1,2.16049853323627,0.00413996611334296,0.00191620871278334
"4593",non-linear,424,50,10,4240,1,1.99836672442481,0.00413680988343181,0.00207009545989239
"4594",non-linear,424,50,10,4240,1,3.21942941316662,0.00357805948442726,0.00111139553791549
"4595",non-linear,424,50,10,4240,1,2.21809247674418,0.00377616941225351,0.00170244002531236
"4596",non-linear,424,50,10,4240,1,2.34916403801382,0.00477391701805236,0.00203217695350412
"4597",non-linear,424,50,10,4240,1,1.91479795561318,0.00495167240883804,0.00258600255673052
"4598",non-linear,424,50,10,4240,1,2.07916852357073,0.00540282386423632,0.00259855023918774
"4599",non-linear,424,50,10,4240,1,2.77818462636519,0.00475900288354909,0.00171299014413433
"4600",non-linear,424,50,10,4240,1,3.21556428777009,0.00646388333019541,0.00201018631621821
"4601",non-linear,424,50,10,4240,1,2.91247643725993,0.00417053077051078,0.0014319534802604
"4602",non-linear,424,50,10,4240,1,1.85853296430063,0.00321701179417239,0.00173094147694225
"4603",non-linear,424,50,10,4240,1,2.31196261273185,0.00524998954753876,0.00227079344563245
"4604",non-linear,424,50,10,4240,1,2.40299610883718,0.00420020123603739,0.00174790180499705
"4605",non-linear,424,50,10,4240,1,2.8964544048315,0.00666108763344838,0.00229973847416248
"4606",non-linear,424,50,10,4240,1,2.69596880747608,0.00462014927626962,0.00171372504884243
"4607",non-linear,424,50,10,4240,1,2.02000559673812,0.00429739155252725,0.00212741566630639
"4608",non-linear,424,50,10,4240,1,2.06886691089372,0.00536968967508479,0.00259547370921272
"4609",non-linear,424,50,10,4240,1,2.31914982232528,0.00410367848155904,0.00176947536638427
"4610",non-linear,424,50,10,4240,1,1.8953219418424,0.00385917808645923,0.00203615966304269
"4611",non-linear,424,50,10,4240,1,4.08054328094105,0.00451529064254834,0.00110654153912247
"4612",non-linear,424,50,10,4240,1,1.56225454362348,0.00480904591336802,0.00307827295686013
"4613",non-linear,424,50,10,4240,1,1.38792061771102,0.00390690681520764,0.00281493535390445
"4614",non-linear,424,50,10,4240,1,2.65282868698956,0.00417300512239998,0.00157303980572357
"4615",non-linear,424,50,10,4240,1,1.72892326779311,0.00292978797820295,0.00169457374585668
"4616",non-linear,424,50,10,4240,1,1.97519699603586,0.00449494531439443,0.00227569468939838
"4617",non-linear,424,50,10,4240,1,2.87472743284608,0.00508556717134917,0.00176906064666948
"4618",non-linear,424,50,10,4240,1,2.31237526630673,0.00569630180792703,0.00246339851966373
"4619",non-linear,424,50,10,4240,1,1.85315545879128,0.00477482938446821,0.00257659408001452
"4620",non-linear,424,50,10,4240,1,3.08772181209765,0.00388245504788066,0.00125738498613096
"4621",non-linear,424,50,10,4240,1,1.83385992166536,0.00464351584689264,0.00253209953063142
"4622",non-linear,424,50,10,4240,1,2.69224939435927,0.00505206010321707,0.00187652010018166
"4623",non-linear,424,50,10,4240,1,2.44333617123154,0.00628527328676735,0.0025724144556004
"4624",non-linear,424,50,10,4240,1,1.60461277817725,0.00327459870775263,0.00204074076455529
"4625",non-linear,424,50,10,4240,1,2.6133008311013,0.0047111376668127,0.00180275367104495
"4626",non-linear,424,50,10,4240,1,2.31497597702572,0.00450222343858299,0.00194482512270708
"4627",non-linear,424,50,10,4240,1,2.22924628102699,0.00460386082141387,0.00206520960048116
"4628",non-linear,424,50,10,4240,1,3.11997011031166,0.00596509122374081,0.00191190652885612
"4629",non-linear,424,50,10,4240,1,2.30917626512947,0.00499754605320676,0.00216421159730158
"4630",non-linear,424,50,10,4240,1,2.59808849254077,0.00460437113960216,0.00177221490061694
"4631",non-linear,424,50,10,4240,1,2.68272086540707,0.00392796456250363,0.0014641719208113
"4632",non-linear,424,50,10,4240,1,1.58242942530443,0.00299370037058793,0.00189183815891947
"4633",non-linear,424,50,10,4240,1,2.23369688170815,0.00439044014413813,0.00196554876361769
"4634",non-linear,424,50,10,4240,1,1.82212799617586,0.00477876993951874,0.00262263131324915
"4635",non-linear,424,50,10,4240,1,2.53208322536855,0.00399222970820297,0.00157665817150299
"4636",non-linear,424,50,10,4240,1,3.04716860595643,0.00383022211360361,0.00125697741375929
"4637",non-linear,424,50,10,4240,1,1.75472275550616,0.00370573183858219,0.0021118617325466
"4638",non-linear,424,50,10,4240,1,1.79707084858697,0.00398685239974871,0.00221852822490753
"4639",non-linear,424,50,10,4240,1,1.8958617140508,0.00455131996526874,0.00240066030741459
"4640",non-linear,424,50,10,4240,1,2.08534041167124,0.00569582068559539,0.0027313625409631
"4641",non-linear,424,50,10,4240,1,1.79013091884622,0.00519508064735464,0.00290206743689058
"4642",non-linear,424,50,10,4240,1,2.5053011240794,0.00514032266671444,0.0020517783739882
"4643",non-linear,424,50,10,4240,1,2.53886595649801,0.0033896594014075,0.0013351076659766
"4644",non-linear,424,50,10,4240,1,2.47762311818707,0.00395596512558934,0.00159667751586206
"4645",non-linear,424,50,10,4240,1,2.29017699280368,0.00411248921282995,0.00179570802857266
"4646",non-linear,424,50,10,4240,1,1.87298833651175,0.00354778236074774,0.0018941828369071
"4647",non-linear,424,50,10,4240,1,2.00918268552242,0.00462422277152068,0.00230154420742398
"4648",non-linear,424,50,10,4240,1,2.26469454520577,0.00492989056348782,0.00217684569158526
"4649",non-linear,424,50,10,4240,1,1.87190395427643,0.00393617427286342,0.00210276508250922
"4650",non-linear,424,50,10,4240,1,2.8693738318596,0.00582426544728411,0.00202980363960087
"4651",non-linear,424,50,10,4240,1,2.75813903665144,0.00488211066755822,0.0017700741705485
"4652",non-linear,424,50,10,4240,1,2.13113978785269,0.00387463044536813,0.00181810243863551
"4653",non-linear,424,50,10,4240,1,1.99591132375888,0.0039564620571601,0.00198228348627681
"4654",non-linear,424,50,10,4240,1,1.76974126153075,0.0042289292638865,0.00238957488069677
"4655",non-linear,424,50,10,4240,1,1.84506494613475,0.0043293994106811,0.0023464753475214
"4656",non-linear,424,50,10,4240,1,2.73652195658381,0.00407545788674991,0.00148928382501911
"4657",non-linear,424,50,10,4240,1,1.66453310445667,0.00358828080970201,0.00215572811384444
"4658",non-linear,424,50,10,4240,1,3.04268288146984,0.00441451392089166,0.00145086231226277
"4659",non-linear,424,50,10,4240,1,1.62925453057678,0.00438977360410283,0.00269434488087554
"4660",non-linear,424,50,10,4240,1,1.50215966620593,0.00263356700617341,0.00175318713810571
"4661",non-linear,424,50,10,4240,1,1.94088400103108,0.00355396771885645,0.00183110774109552
"4662",non-linear,424,50,10,4240,1,2.42539004311623,0.00339768267372022,0.00140088093598123
"4663",non-linear,424,50,10,4240,1,2.38708398159761,0.00400733303623235,0.00167875661984475
"4664",non-linear,424,50,10,4240,1,2.28950730733695,0.00413906254979738,0.00180783985119128
"4665",non-linear,424,50,10,4240,1,2.27229794462231,0.00346870733866476,0.0015265195952291
"4666",non-linear,424,50,10,4240,1,2.17432842513087,0.00537339481796309,0.00247128941325397
"4667",non-linear,424,50,10,4240,1,2.5717783335993,0.00451606025636639,0.00175600680562776
"4668",non-linear,424,50,10,4240,1,2.16360096282043,0.0043328190925602,0.00200259621206307
"4669",non-linear,424,50,10,4240,1,1.80100376661579,0.00595840040079196,0.00330837753437251
"4670",non-linear,424,50,10,4240,1,2.22990358624627,0.00475744171413714,0.00213347417506316
"4671",non-linear,424,50,10,4240,1,2.5157080954991,0.00473335766621533,0.00188152102172898
"4672",non-linear,424,50,10,4240,1,1.49268272605995,0.00442222750952545,0.00296260379538139
"4673",non-linear,424,50,10,4240,1,2.456134669386,0.00569664032169317,0.00231935178176417
"4674",non-linear,424,50,10,4240,1,1.69399053055508,0.0028422059511507,0.00167781690622519
"4675",non-linear,424,50,10,4240,1,2.63527394693404,0.00486862941452897,0.0018474851239634
"4676",non-linear,424,50,10,4240,1,1.81717890093664,0.00389073552995735,0.00214108557388155
"4677",non-linear,424,50,10,4240,1,2.62296078986628,0.00439992930524404,0.00167746667134447
"4678",non-linear,424,50,10,4240,1,3.28984540936006,0.00435439485423068,0.00132358646453169
"4679",non-linear,424,50,10,4240,1,1.70073822360021,0.00509293354847828,0.00299454288602822
"4680",non-linear,424,50,10,4240,1,2.47922575228691,0.00477257346161421,0.00192502576952174
"4681",non-linear,424,50,10,4240,1,1.73094429965317,0.00313298923396926,0.00180998847542178
"4682",non-linear,424,50,10,4240,1,2.28942032370473,0.00525757755468131,0.00229646670829475
"4683",non-linear,424,50,10,4240,1,2.38492085029388,0.00493095997717546,0.00206755707493096
"4684",non-linear,424,50,10,4240,1,1.93550354621526,0.00287566276186641,0.00148574399023425
"4685",non-linear,424,50,10,4240,1,1.65651171549976,0.00306751103697797,0.00185178952148401
"4686",non-linear,424,50,10,4240,1,2.01331941441426,0.00380304440147379,0.00188894239743882
"4687",non-linear,424,50,10,4240,1,1.65982985240987,0.00386304837786521,0.0023273761297018
"4688",non-linear,424,50,10,4240,1,1.80519526906831,0.00409422999353341,0.0022680261042599
"4689",non-linear,424,50,10,4240,1,2.73028158539137,0.00403026032692533,0.00147613357848861
"4690",non-linear,424,50,10,4240,1,1.56627691348863,0.00289864028865345,0.00185065633266419
"4691",non-linear,424,50,10,4240,1,2.37730165714611,0.00615379838234006,0.00258856437669233
"4692",non-linear,424,50,10,4240,1,2.74585519286948,0.00504990960194691,0.00183910266464913
"4693",non-linear,424,50,10,4240,1,1.52189170827699,0.00250025719797925,0.00164286143644866
"4694",non-linear,424,50,10,4240,1,2.4118995473784,0.00438021992629113,0.00181608721269184
"4695",non-linear,424,50,10,4240,1,2.47691591414561,0.00334476010702363,0.00135037289232217
"4696",non-linear,424,50,10,4240,1,2.01637881125641,0.00520357952624757,0.00258065572659197
"4697",non-linear,424,50,10,4240,1,2.98112738195611,0.00645742684333289,0.00216610228815374
"4698",non-linear,424,50,10,4240,1,2.64779288713229,0.00431761838840937,0.0016306480802906
"4699",non-linear,424,50,10,4240,1,1.95189099511332,0.00400509501769369,0.00205190506422781
"4700",non-linear,424,50,10,4240,1,1.89237190432036,0.00523244194959556,0.00276501777354108
"4701",non-linear,424,50,10,4240,1,2.8819647790931,0.0049136421380228,0.00170496259137803
"4702",non-linear,424,50,10,4240,1,3.2219195246357,0.00340259929853831,0.00105607830131109
"4703",non-linear,424,50,10,4240,1,1.55311206311424,0.00414219651257585,0.0026670300301899
"4704",non-linear,424,50,10,4240,1,2.16014724363202,0.00291754077750459,0.00135062125329897
"4705",non-linear,424,50,10,4240,1,2.79817496401876,0.00648951575955197,0.00231919584836528
"4706",non-linear,424,50,10,4240,1,2.11876554370335,0.00476468678084466,0.00224880322176495
"4707",non-linear,424,50,10,4240,1,1.87564345633687,0.00352682922480487,0.00188033030099056
"4708",non-linear,424,50,10,4240,1,2.026192215025,0.00381530186657056,0.00188299107966096
"4709",non-linear,424,50,10,4240,1,3.23108435831614,0.00384371152075939,0.00118960419924242
"4710",non-linear,424,50,10,4240,1,2.23770306960673,0.00596216166191404,0.0026644114417566
"4711",non-linear,424,50,10,4240,1,1.65345929320102,0.00368276021977583,0.00222730625115432
"4712",non-linear,424,50,10,4240,1,2.94069988088655,0.00542413068412722,0.00184450331684034
"4713",non-linear,424,50,10,4240,1,2.88207587114165,0.00632879288905547,0.00219591474063051
"4714",non-linear,424,50,10,4240,1,2.11360384909608,0.00519415170814464,0.00245748592403728
"4715",non-linear,424,50,10,4240,1,2.63048237749476,0.00613537334537761,0.00233241378002344
"4716",non-linear,424,50,10,4240,1,2.00038273620048,0.00430908888578384,0.0021541322107031
"4717",non-linear,424,50,10,4240,1,2.41547267238273,0.00529423596396786,0.00219180122569774
"4718",non-linear,424,50,10,4240,1,2.28407745874087,0.00396395143551329,0.00173547154469029
"4719",non-linear,424,50,10,4240,1,1.89173156904871,0.00512923347990321,0.00271139603727316
"4720",non-linear,424,50,10,4240,1,2.07212293329374,0.00523245160646234,0.00252516466199479
"4721",non-linear,424,50,10,4240,1,1.93865497493288,0.00380137026709247,0.00196082867567711
"4722",non-linear,424,50,10,4240,1,1.54562705433888,0.00378820385084697,0.00245091714732395
"4723",non-linear,424,50,10,4240,1,2.52529377693731,0.00463796468167142,0.00183660401179002
"4724",non-linear,424,50,10,4240,1,2.20037794251676,0.00381646893992349,0.00173446064250139
"4725",non-linear,424,50,10,4240,1,1.93279758084254,0.00317791256299525,0.00164420350816558
"4726",non-linear,424,50,10,4240,1,2.47974553657071,0.00409413032867836,0.00165102840928599
"4727",non-linear,424,50,10,4240,1,1.87978684272645,0.00343231334887987,0.00182590561379908
"4728",non-linear,424,50,10,4240,1,3.23725767290992,0.0038689419174272,0.00119512943001212
"4729",non-linear,424,50,10,4240,1,2.10661768455041,0.00471068731965699,0.00223613774545063
"4730",non-linear,424,50,10,4240,1,2.30195680788871,0.00405179546614661,0.0017601526893386
"4731",non-linear,424,50,10,4240,1,2.35666058803256,0.0034931897175877,0.00148226254358671
"4732",non-linear,424,50,10,4240,1,2.46144870863201,0.00544918286947217,0.00221381126097104
"4733",non-linear,424,50,10,4240,1,1.86211341551018,0.00361445947461556,0.00194105227131145
"4734",non-linear,424,50,10,4240,1,2.72872359934373,0.00531737245607476,0.00194866656973011
"4735",non-linear,424,50,10,4240,1,3.414434203559,0.00574194489176757,0.00168166804496701
"4736",non-linear,424,50,10,4240,1,1.89542875855397,0.00408125164520968,0.0021532076195379
"4737",non-linear,424,50,10,4240,1,1.99119331600741,0.00547604895039284,0.00275013425686512
"4738",non-linear,424,50,10,4240,1,1.74720904464265,0.00447569367490026,0.0025616246027479
"4739",non-linear,424,50,10,4240,1,2.82654096779372,0.00390200988797821,0.00138048941530961
"4740",non-linear,424,50,10,4240,1,2.30733261125286,0.00412050682135063,0.00178583131068963
"4741",non-linear,424,50,10,4240,1,2.73304539464956,0.00579683263146233,0.00212101586121134
"4742",non-linear,424,50,10,4240,1,2.58748869060514,0.00427788627214846,0.00165329660673724
"4743",non-linear,424,50,10,4240,1,2.54660861412046,0.00461823500178412,0.00181348440281592
"4744",non-linear,424,50,10,4240,1,1.95674130392538,0.00305861968049433,0.00156311908700373
"4745",non-linear,424,50,10,4240,1,2.28426314947458,0.00501663698936674,0.00219617297180522
"4746",non-linear,424,50,10,4240,1,2.91478202943147,0.00559934333249626,0.00192101614321686
"4747",non-linear,424,50,10,4240,1,2.75604463644711,0.00486491805020628,0.0017651811534075
"4748",non-linear,424,50,10,4240,1,2.759335812575,0.00579298146599684,0.00209941154664711
"4749",non-linear,424,50,10,4240,1,2.03336858006884,0.00423091917952955,0.00208074385578748
"4750",non-linear,424,50,10,4240,1,1.9332464474667,0.00515968758296127,0.00266892386623674
"4751",non-linear,424,50,10,4240,1,2.92062054412755,0.00496030508497914,0.00169837368806871
"4752",non-linear,424,50,10,4240,1,1.92683108619837,0.00468824463282531,0.0024331373239754
"4753",non-linear,424,50,10,4240,1,1.5698928448825,0.00320046901469824,0.00203865443755035
"4754",non-linear,424,50,10,4240,1,1.61968267677598,0.0033332364687149,0.00205795648524796
"4755",non-linear,424,50,10,4240,1,2.51066468370723,0.00540720788911981,0.00215369576200656
"4756",non-linear,424,50,10,4240,1,1.89408378377113,0.00362654537946348,0.00191466999006929
"4757",non-linear,424,50,10,4240,1,2.29976969124645,0.00436386538746169,0.00189752278416041
"4758",non-linear,424,50,10,4240,1,3.11098275133499,0.00650525804258978,0.0020910620734873
"4759",non-linear,424,50,10,4240,1,2.39552095237556,0.00528600579775922,0.00220662056514983
"4760",non-linear,424,50,10,4240,1,2.01420254748932,0.00417655121839003,0.00207355075764156
"4761",non-linear,424,50,10,4240,1,2.57717257526328,0.00417992804082882,0.00162190459457369
"4762",non-linear,424,50,10,4240,1,2.54989707665725,0.00458106652687693,0.00179656919050333
"4763",non-linear,424,50,10,4240,1,2.00274010317401,0.00480093011620647,0.00239718079674831
"4764",non-linear,424,50,10,4240,1,2.51023886111071,0.00437295530691965,0.00174204748984913
"4765",non-linear,424,50,10,4240,1,2.00480837993215,0.00323812068926206,0.00161517715192893
"4766",non-linear,424,50,10,4240,1,1.99612027202347,0.00267484677446709,0.00134002284930236
"4767",non-linear,424,50,10,4240,1,2.39327666072355,0.00373500525171008,0.0015606241071105
"4768",non-linear,424,50,10,4240,1,2.2711951218854,0.0048132204321926,0.00211924567194252
"4769",non-linear,424,50,10,4240,1,2.32086279481128,0.00482963052621279,0.00208096339732375
"4770",non-linear,424,50,10,4240,1,2.05933666708694,0.00311455759828941,0.00151240816912911
"4771",non-linear,424,50,10,4240,1,2.39006204341616,0.00401019943261675,0.00167786415572915
"4772",non-linear,424,50,10,4240,1,2.94133525786976,0.00578441744753525,0.00196659576022781
"4773",non-linear,424,50,10,4240,1,1.11097894435727,0.0030388435939111,0.00273528459683739
"4774",non-linear,424,50,10,4240,1,1.78103700167971,0.00393583835647923,0.00220985771366193
"4775",non-linear,424,50,10,4240,1,2.49984492552013,0.00705369543820846,0.00282165320184444
"4776",non-linear,424,50,10,4240,1,3.48760199761845,0.00541639382328078,0.00155304241337728
"4777",non-linear,424,50,10,4240,1,2.32035692531711,0.00542296815217422,0.00233712671227643
"4778",non-linear,424,50,10,4240,1,1.98433082296048,0.00373636357743871,0.00188293380025429
"4779",non-linear,424,50,10,4240,1,3.13145609506841,0.00528876485415898,0.00168891553756351
"4780",non-linear,424,50,10,4240,1,2.0923681320266,0.00371859656234141,0.00177721907795436
"4781",non-linear,424,50,10,4240,1,2.96477193721688,0.0042391281314707,0.00142983279025843
"4782",non-linear,424,50,10,4240,1,1.3228331512571,0.00339167646785171,0.00256394879779704
"4783",non-linear,424,50,10,4240,1,1.48121038253076,0.00440780769436523,0.0029758147433683
"4784",non-linear,424,50,10,4240,1,2.33838465196787,0.00462475427529785,0.00197775599981204
"4785",non-linear,424,50,10,4240,1,2.60973125211238,0.00396427544675962,0.00151903589442432
"4786",non-linear,424,50,10,4240,1,2.29507018243896,0.00436570253579082,0.00190220872947397
"4787",non-linear,424,50,10,4240,1,2.7266515392587,0.00502526443418302,0.00184301674116717
"4788",non-linear,424,50,10,4240,1,2.74625794674579,0.00349280785989849,0.00127184260460214
"4789",non-linear,424,50,10,4240,1,1.5708062632864,0.00268512695649601,0.00170939409859384
"4790",non-linear,424,50,10,4240,1,2.33521633888312,0.00326170907974533,0.00139674814081908
"4791",non-linear,424,50,10,4240,1,1.3682288142211,0.00428750526451933,0.00313361714060971
"4792",non-linear,424,50,10,4240,1,2.06767158306087,0.00513255841840687,0.0024822889962094
"4793",non-linear,424,50,10,4240,1,1.77454989722308,0.00422895117388351,0.00238311201082665
"4794",non-linear,424,50,10,4240,1,2.0396661298138,0.00411046266849398,0.00201526250223571
"4795",non-linear,424,50,10,4240,1,3.43773831607041,0.00563673641794976,0.00163966419189026
"4796",non-linear,424,50,10,4240,1,2.36469420706933,0.00371173786749243,0.00156964814156354
"4797",non-linear,424,50,10,4240,1,2.2006917005474,0.00523003848934938,0.00237654301511132
"4798",non-linear,424,50,10,4240,1,2.65891808454133,0.0049167031699295,0.00184913675923854
"4799",non-linear,424,50,10,4240,1,1.95437335642497,0.00476185040850551,0.00243651009304389
"4800",non-linear,424,50,10,4240,1,3.14067385980754,0.00443516807469203,0.00141217085016393
"4801",non-linear,424,50,10,4240,1,2.12072314078882,0.00386189333381477,0.00182102663923321
"4802",non-linear,424,50,10,4240,1,1.95425373871949,0.00387153626753237,0.00198108167369768
"4803",non-linear,424,50,10,4240,1,1.7446616829114,0.0035685281683899,0.00204539837341698
"4804",non-linear,424,50,10,4240,1,2.21007598270234,0.00450524106446172,0.00203850053107812
"4805",non-linear,424,50,10,4240,1,2.37832643304598,0.00314519882118121,0.00132244202371879
"4806",non-linear,424,50,10,4240,1,3.10332641955254,0.00472303712289963,0.00152192727556537
"4807",non-linear,424,50,10,4240,1,1.66547130316375,0.00490982998128271,0.00294801235659597
"4808",non-linear,424,50,10,4240,1,2.77882550582895,0.00457765808986945,0.00164733556686709
"4809",non-linear,424,50,10,4240,1,1.66999549571598,0.00236684623696879,0.00141727701843534
"4810",non-linear,424,50,10,4240,1,2.90513412506324,0.00390992518595706,0.00134586735676858
"4811",non-linear,424,50,10,4240,1,1.32492109536272,0.00266729639811777,0.00201317377121808
"4812",non-linear,424,50,10,4240,1,2.90205081927963,0.00444267468682111,0.00153087418638792
